author,published_at,updated_at,like_count,text
@sohaibrahim1863,2024-03-26T20:54:18Z,2024-03-26T20:54:18Z,1,"<a href=""https://www.youtube.com/watch?v=wPBy7iyc4dQ"">https://youtu.be/wPBy7iyc4dQ?si=GGMIorr4jMKICFSd</a>"
@dhruvock271717,2024-03-26T20:49:34Z,2024-03-26T20:49:34Z,0,DK why didn&#39;t you do this match winning stuff for India where it really matters.
@MohdAsif-cw3nx,2024-03-26T20:36:01Z,2024-03-26T20:36:01Z,0,Wills Jack ko khilao bhai
@chitranshdharia,2024-03-26T20:29:58Z,2024-03-26T20:29:58Z,0,"<a href=""https://www.youtube.com/watch?v=wYpDjlXOJGg&amp;t=340"">5:40</a> in 2023 ye concept toh jana pehchana lg rha h"
@kumarmh1554,2024-03-26T20:25:51Z,2024-03-26T20:25:51Z,0,"My respect to this man DK has simply increased, because of Dhoni he didnt get much change in INDIA Team and didnt reach his full potential..  and now at this Age being a Match winner is not simple... im sure even Dhoni will struggle now to finish a Game.. but this Man amazes each time he goes to Bat"
@allaboutcric3364,2024-03-26T20:08:40Z,2024-03-26T20:08:40Z,0,"Next match please consider topley , far better bowler than alzarti joseph"
@Sunny_kumar16,2024-03-26T19:53:57Z,2024-03-26T19:53:57Z,0,Rcb dressing room like motivation Box ❤
@arimatamizhan76,2024-03-26T19:44:20Z,2024-03-26T19:44:20Z,0,U guys are doing great but why u didn&#39;t get ipl trophy..? Just tell ur fans don&#39;t celebrate before and don&#39;t insult other teams
@aadiyatkhan4055,2024-03-26T19:42:26Z,2024-03-26T19:42:26Z,0,please like for team poem also guys ❤❤❤❤king is back
@aadiyatkhan4055,2024-03-26T19:39:01Z,2024-03-26T19:39:01Z,0,❤virat kohli king kohli ❤❤❤❤❤
@aadiyatkhan4055,2024-03-26T19:38:38Z,2024-03-26T19:38:38Z,0,❤ for dinesh kartik wow what a inning
@kothainambi5054,2024-03-26T19:24:09Z,2024-03-26T19:24:09Z,1,Dinesh Karthik seems to be in great shape 👌 and his innings make the difference Winning against Punjab❤❤❤
@kothainambi5054,2024-03-26T19:21:39Z,2024-03-26T19:21:39Z,0,We Wish all the Best for RCB Team ❤❤❤❤❤
@ExileKRISH,2024-03-26T19:21:22Z,2024-03-26T19:21:22Z,0,"RCB TILL MY LAST BREATH ❤ , NO MATTERS HOW MANY TROPHIES WE ARE HAVING ❤"
@ZORO-py9ok,2024-03-26T19:06:28Z,2024-03-26T19:06:28Z,0,Andy Flower could make a good Mad Eye Moody from Harry Potter 😂
@SewakPatil-qx9tq,2024-03-26T19:02:52Z,2024-03-26T19:02:52Z,1,I really want them to lose straight 3 matches and then se dressing room video😂
@ajaykumarnandi4649,2024-03-26T18:58:36Z,2024-03-26T18:58:36Z,0,Please make lockie play next match
@sumanr4721,2024-03-26T18:51:39Z,2024-03-26T18:51:39Z,0,Please update RCB Coaching Staff list 2024
@praveen441,2024-03-26T18:46:25Z,2024-03-26T18:46:25Z,1,Rcb win against Punjab🤡🤡🤣🤣🤣
@nageshgowda9564,2024-03-26T18:43:29Z,2024-03-26T18:43:29Z,0,Will jacks also no 1 all rounder
@gopip9192,2024-03-26T18:42:37Z,2024-03-26T18:42:37Z,0,"RCB Plan to Win<br>‐---‐----------------------------------------------<br>1.Faf (should play aggressive PP(1-6))<br>2.Kohli (should play aggressive PP(1-6))<br>3.Lomror [Sub] (Should play 3rd down (6-14)- big hitter for leg spin is must<br>4.Rajat - (should play 4th down(6-14) - might play better for spin)<br>5.Maxwell - ( just play 6-14 overs without giving wicket) + 2-3 overs (should bowl quick - without giving width)<br>6.Anuj (Should play after lomror to maintain LH RH combination(Anywhere 6-20))<br>7.Green(should play aggressive) + 2 overs(death over preparation)<br><a href=""http://8.dk/"">8.DK</a> (should play aggressive)<br>9.Mayank Dagar - 2 -3 overs - should bowl quick - without giving width<br>10.Alzari / Luke(work on death overs) - 4 overs<br>11.Siraj (bowl for your strength(new and death))- 4 overs<br>12.yash dayal (can bowl both new and death)[Sub] - 4 overs <br>‐‐--‐---‐--‐------‐------‐---------------‐-------------------------<br>Captain and bowlers - Analyze opponents weakness and plan your Fielding.<br>---‐------‐---‐------‐---------------------------------------------<br>Not planning is nothing but planning to fail <br>---‐-------‐---‐---‐---‐--------------------------------------------<br>Batters - prepare for spin...Bowlers - prepare for controlling runs<br>---‐--‐-----‐-------------------‐--‐---‐-----------------------------And finally &#39;<a href=""http://www.youtube.com/results?search_query=%23playbold"">#PlayBold</a>&#39; Guys...Don&#39;t die in imagination fear...it&#39;s okay to lose...but fight like warriors...Please mean the &quot;PlayBold&quot;<br>---------------------------‐--‐--------------------------------------"
@pramodkarthik7113,2024-03-26T18:39:29Z,2024-03-26T18:39:29Z,0,Jacks koo impact Player banaki kelavooo plz
@vasudeva90,2024-03-26T18:30:53Z,2024-03-26T18:30:53Z,0,So much hype for winning one game ?😂😂😂
@Shubhamvashishtjii,2024-03-26T18:28:02Z,2024-03-26T18:28:02Z,0,i love it how young boys are having fun
@Augustin12,2024-03-26T18:26:21Z,2024-03-26T18:26:21Z,0,Kindly give the chance to will jacks playing in a Xl 💥💥❤️
@Unique_sharma22,2024-03-26T18:18:25Z,2024-03-26T18:18:25Z,0,RCB FOREVER❤❤❤❤❤❤❤❤❤❤
@raiderprosenjit3479,2024-03-26T18:18:09Z,2024-03-26T18:18:09Z,0,Love you King 👑❤️
@rrman2016,2024-03-26T18:16:21Z,2024-03-26T18:16:21Z,0,Kohli and siraj like rama and lakshmana
@hemantakumarnayak5777,2024-03-26T18:12:14Z,2024-03-26T18:12:14Z,0,❤For RCB
@Uj-product,2024-03-26T18:05:19Z,2024-03-26T18:05:19Z,0,Rcb fans really loves willey  get him back Guys if possible.. ❤ he cheered every win and made it special
@nishantpruthi1172,2024-03-26T18:00:06Z,2024-03-26T18:00:06Z,0,lockie ferguson should play next ❤️
@Adityabelievyadav,2024-03-26T17:59:12Z,2024-03-26T17:59:12Z,0,Color of your trophy ?? 🏆
@beingbeginner18,2024-03-26T17:56:10Z,2024-03-26T17:56:10Z,2,you got amazing combination of brain and balls 🤣🤣 dammm andy got no chill
@fafpatil5337,2024-03-26T17:53:53Z,2024-03-26T17:53:53Z,0,1 match jeet ke bahut overconfidense mat hona biwling improve karani hai
@yugnagpal,2024-03-26T17:45:46Z,2024-03-26T17:45:46Z,0,"<a href=""https://www.youtube.com/watch?v=wYpDjlXOJGg&amp;t=316"">5:16</a> who is he ? 😅"
@MrSandysanders,2024-03-26T17:42:23Z,2024-03-26T17:42:23Z,0,Lomror roared at the right time ❤❤
@anandanmadhu7651,2024-03-26T17:35:40Z,2024-03-26T17:35:40Z,0,Tamil  songs  RCB
@johananjohn5450,2024-03-26T17:23:15Z,2024-03-26T17:23:15Z,0,It&#39;s so nice to see the team celebrate like us fans ❤. Missing David Willey 😢.
@user-ec1sn7bn7m,2024-03-26T17:21:15Z,2024-03-26T17:21:15Z,0,Lokie ko khilao😢
@RahulVerma-fq9iw,2024-03-26T17:14:21Z,2024-03-26T17:14:21Z,0,Missing Mike Hesson🥹
@debadattasahu1896,2024-03-26T17:04:33Z,2024-03-26T17:04:33Z,0,"<a href=""https://www.youtube.com/shorts/4sZny06CGnw"">https://youtube.com/shorts/4sZny06CGnw?si=pVjvh5Yu_J-2yTgP</a>"
@sauravthapa1855,2024-03-26T17:03:00Z,2024-03-26T17:03:00Z,0,Yehi sab chutiya pa kar ke band main sab hagg dete hain...
@jameelshendure2606,2024-03-26T17:00:37Z,2024-03-26T17:00:37Z,0,Next match plz no joseph well come Best Ferguson chance
@rohanborde5030,2024-03-26T16:56:53Z,2024-03-26T16:56:53Z,1,Vote for Ferguson in playing 11
@omgoswami1863,2024-03-26T16:52:28Z,2024-03-26T16:52:28Z,0,❤❤
@RahulYadav-ng7sn,2024-03-26T16:47:37Z,2024-03-26T16:47:37Z,0,"Reaction of Virat Kohli speaks a lot of words, I can hear &quot; this is nothing, there&#39;s more than this in me 🔥❤️&quot;"
@tapansahoo8857,2024-03-26T16:44:13Z,2024-03-26T16:44:13Z,1,Pick<br> Reece Topley... instead of Alzarri Joseph🤧🤧
@FreeFireLover-mh8cj,2024-03-26T16:41:14Z,2024-03-26T16:41:14Z,1,King ❤
@kiranm2785,2024-03-26T16:36:20Z,2024-03-26T16:36:20Z,0,Will jacks comming in rcb playing 11
@contentinkannada-yc8vt,2024-03-26T16:36:10Z,2024-03-26T16:36:10Z,2,King kholi❤
@ays3n_,2024-03-26T16:36:07Z,2024-03-26T16:36:07Z,11,"<a href=""https://www.youtube.com/watch?v=wYpDjlXOJGg&amp;t=329"">5:29</a> missing David Willey 🥲❤️"
@rohandandwate8319,2024-03-26T16:34:08Z,2024-03-26T16:34:08Z,0,Will jacks and lockie next match debut because kkr match
@firenews7754,2024-03-26T16:30:47Z,2024-03-26T16:30:47Z,2,Starting super but end evergreen 😢😢😢 but I like dk..
@D.sathwika,2024-03-26T16:19:58Z,2024-03-26T16:19:58Z,2,I was literally waiting for the tone saying RCB all at.a time 😢😢😢😢❤❤❤❤❤❤❤❤😢love u guys all the very best for you next game ❤❤❤❤❤❤❤❤❤@ROYAL CHALLENGERS BANGLORE
@dhurontor,2024-03-26T16:17:19Z,2024-03-26T16:17:19Z,1,Ek match jitke itni khushi :D
@nikki333,2024-03-26T16:13:43Z,2024-03-26T16:13:43Z,2,maybe the song is the reason for the blue tint in jersey ♥💙
@aseemaseem9468,2024-03-26T16:10:03Z,2024-03-26T16:10:03Z,1,DK super
@sachinpawar129,2024-03-26T16:07:40Z,2024-03-26T16:07:40Z,1,They were doing this same thing last year also but it doesn&#39;t work for them as they ended up not being able to qualify for play-off&#39;s.
@ThynkUnique,2024-03-26T16:05:59Z,2024-03-26T16:05:59Z,2,"One thing I learnt from RCB,forget about your past,don&#39;t take stress of Future,Just enjoy Present moment"
@bikashsinghrajput8409,2024-03-26T16:04:44Z,2024-03-26T16:04:44Z,1,What a comeback Dayal ❤❤❤❤
@shivaprasad8099,2024-03-26T16:00:39Z,2024-03-26T16:00:39Z,0,"I&#39;m from Karnataka..I can&#39;t support RCB, bcoz I hate kohli"
@kajuofficial-7856,2024-03-26T15:59:03Z,2024-03-26T15:59:03Z,1,DK best finisher in the ipl history ❤❤❤❤❤❤
@chandru8447,2024-03-26T15:55:39Z,2024-03-26T15:55:39Z,0,Family ❤🥹🥲🫀
@ambujkansal7994,2024-03-26T15:55:15Z,2024-03-26T15:55:15Z,0,RCB
@subhadipbera3879,2024-03-26T15:53:05Z,2024-03-26T15:53:05Z,0,1 like = 1 century for king kohli in ipl 2024.🎉🎉
@jhumadas3697,2024-03-26T15:47:45Z,2024-03-26T15:47:45Z,0,it is not a song its our emostion❤
@venkateshar7868,2024-03-26T15:40:54Z,2024-03-26T15:40:54Z,0,Thanks David willy for the song ❤❤❤ you are the legend 😍😍😍
@wildlifeadventures6502,2024-03-26T15:37:36Z,2024-03-26T15:37:36Z,0,Leave aljery joseph... And play lockie ferguson
@user-oo4rn5qg2k,2024-03-26T15:35:35Z,2024-03-26T15:35:35Z,0,Please support will jacks so that RCB give him chance in next match
@user-oo4rn5qg2k,2024-03-26T15:33:44Z,2024-03-26T15:33:44Z,0,Can&#39;t wait will jacks to bat❤❤
@vishaljoshi4776,2024-03-26T15:32:51Z,2024-03-26T15:32:51Z,0,"ಮೊದಲ ಆಡ್ರಿಪಾ ನೆಟ್ಟಗ, ಸಿರಾಜ್ ಅಣ್ಣಾ 1st I ಓವರ್ ದಾಗ್ ನಾ ಆಟ ಮುಗಸ್ತಾನ್ ಯಾವಾಗ್ಲೂ 😂😂"
@asathishsathishrao2008,2024-03-26T15:31:44Z,2024-03-26T15:31:44Z,0,I Love RCB ❤❤❤❤ My favorite king Kohli ❤❤❤❤❤❤
@asathishsathishrao2008,2024-03-26T15:31:20Z,2024-03-26T15:31:20Z,0,I Love RCB ❤❤❤❤ My favorite king Kohli ❤❤❤❤❤❤
@bratva_vagrant,2024-03-26T15:30:38Z,2024-03-26T15:30:38Z,0,RCB
@HarshSingh-fz2ku,2024-03-26T15:29:36Z,2024-03-26T15:29:36Z,0,Pahle match me hi itne khush ho jate hai tabhi trophy tak jate jate hug dete hai
@Shhh_eccharike,2024-03-26T15:29:01Z,2024-03-26T15:29:01Z,0,Respect for miyan bhai❤
@tareshtaresh9153,2024-03-26T15:20:52Z,2024-03-26T15:20:52Z,1,❤RCB forever ❤❤❤
@pratinavparida8783,2024-03-26T15:20:38Z,2024-03-26T15:20:38Z,0,Please Drop ALZARI ND BRING FERGUSON OR WILL JACKS. HAVE A PURE INDIAN BOWLING LINEUP NO PROBLEM BUT PLEASE DROP ALZARI
@pavan14517,2024-03-26T15:18:12Z,2024-03-26T15:18:12Z,0,Winning and losing is part of a game but never forget to smile in hard times❤❤
@rinkujadhav3098,2024-03-26T15:18:04Z,2024-03-26T15:18:04Z,0,RCB Virat Kohli ❤️❤❤❤❤🎉🎉
@pratinavparida8783,2024-03-26T15:17:47Z,2024-03-26T15:18:31Z,0,"If virat is the heartbeat of RCB, then DK is the blood of RCB. DK THE REAL FINISHER"
@pratinavparida8783,2024-03-26T15:15:36Z,2024-03-26T15:15:36Z,0,Mahipal lomror you beauty.
@aniketnaik5946,2024-03-26T15:15:07Z,2024-03-26T15:15:07Z,1,Reace toply ko khelav
@arjunnaik4822,2024-03-26T15:11:54Z,2024-03-26T15:11:54Z,0,❤ RCB ❤
@adharsh.k1911,2024-03-26T15:08:38Z,2024-03-26T15:09:04Z,0,Missing david willey who had written this lines ❤
@user-ou9mw4iw4w,2024-03-26T15:03:17Z,2024-03-26T15:03:17Z,0,Pls change your bowling unit very poor bowling by siraj and Joseph
@Itsdangers,2024-03-26T14:58:19Z,2024-03-26T14:58:19Z,1,Vk is famous but DK is viral 😂
@suryakirana,2024-03-26T14:58:08Z,2024-03-26T14:58:08Z,0,We want  toply in playing 11
@JayeshJayaKumar-uu5mi,2024-03-26T14:50:53Z,2024-03-26T14:50:53Z,1,RCB
@MuhammadQasim-th3ed,2024-03-26T14:50:13Z,2024-03-26T14:50:13Z,0,Andy flower  ❤❤💛😊...
@akashguin006,2024-03-26T14:46:00Z,2024-03-26T14:46:00Z,0,Every rcb match means my mini heart attack...but always rcb no matter what will be result..❤❤king kohli ❤❤abd
@samiransari3181,2024-03-26T14:36:29Z,2024-03-26T14:36:29Z,0,E sala cup Namde
@kallepallisankarrao5531,2024-03-26T14:31:59Z,2024-03-26T14:31:59Z,0,RAJAT PATIDAR PLEASE  LEFT THE NEXT GAME
@altafansari2910,2024-03-26T14:31:30Z,2024-03-26T14:31:30Z,0,Just because they are costly doesn&#39;t mean they must play all games.<br>There are best bowlers in team please drop alzari joseph
@vijaykumark9320,2024-03-26T14:26:53Z,2024-03-26T14:26:53Z,0,"Ovr Indian  proud..,,kohli <br>❤"
@anitasharma6905,2024-03-26T14:26:39Z,2024-03-26T14:26:39Z,0,Foreigner players don&#39;t give a damn to their song
@vinayak449,2024-03-26T14:24:36Z,2024-03-26T14:24:36Z,1,"Maintain the tempo, don&#39;t be over excited and loose the next game just focus more. We need bleady IPL cup at any cost"
@Ganeshlamb70,2024-03-26T14:22:31Z,2024-03-26T14:22:31Z,0,Topley ko lo 😢
@swapd.5582,2024-03-26T14:13:31Z,2024-03-26T14:13:31Z,0,Andy Flower my childhood legend 👍👍
@hemanthchandrashekara,2024-03-26T14:10:42Z,2024-03-26T14:10:42Z,0,Wonderful performance by RCB... Next match vs KKR would like to see Lokie Ferguson In place of Alzarri Joseph &amp; Himanshu Sharma should come in.. This team needs a Leg Spinner...
@venkykandimalla4713,2024-03-26T14:05:48Z,2024-03-26T14:05:48Z,0,Bring Lockie Ferguson into the squad instead of alzari Joseph
@lakshmireddy9861,2024-03-26T14:05:08Z,2024-03-26T14:05:08Z,0,Where is will Jack&#39;s
@anilshetty7774,2024-03-26T13:56:13Z,2024-03-26T13:56:13Z,0,RCB❤❤❤
@yeagg7316,2024-03-26T13:55:48Z,2024-03-26T13:55:48Z,3,Inko aljari me kya esa dikh gaya ki 11cr dena pada vo bhi cotzee ko liye bina 😂
@user-hq9hu1kt7u,2024-03-26T13:55:34Z,2024-03-26T13:55:34Z,0,BK and DK evening OK RCB 🏏👑💪💪💪🔥🔥🔥👏👏👏♥️♥️♥️🙏🙏🙏🙏
@shibnathroy7369,2024-03-26T13:55:31Z,2024-03-26T13:55:31Z,1,Over confidence 😂
@vrushals2572,2024-03-26T13:52:05Z,2024-03-26T13:52:05Z,0,IPL eh geddang aadtavre 😅
@mithunshet5922,2024-03-26T13:51:41Z,2024-03-26T13:51:41Z,0,Punjab is the weakest team in IPL.. I expected a more convincing win over them to increase the net run rate.. Hope RCB comes even stronger in next match..
@shockrock007,2024-03-26T13:51:38Z,2024-03-26T13:51:38Z,0,Hard Core fans here.<br>King 👑 Kohli for a Reason.<br>DK for this Season.<br>❤😊<br>Awesome 😎 Laga 😊
@tommyvercetti891,2024-03-26T13:51:34Z,2024-03-26T13:51:34Z,0,"Dear Management and great lord Faf , please stop your obsession with Alzari. 2 matches, both times about 11 economy and only 1 wicket. Bring in Topley instead , a left arm pacer would be better against right hand batters....look at yash dayal&#39;s performance yesterday! That should show you. PLEASE STOP YOUR OBSESSION WITH ALZARI BEFORE ITS TOO LATE AND WE LOSE MANY MATCHES BECAUSE OF HIM."
@KeerthanKeerthan-km7np,2024-03-26T13:48:52Z,2024-03-26T13:48:52Z,0,Dk
@Manas285,2024-03-26T13:48:22Z,2024-03-26T13:48:22Z,0,Andy sir we love u
@thecrazyboys5773,2024-03-26T13:47:33Z,2024-03-26T13:47:33Z,0,We want lockie Ferguson
@bhoomikasangam9594,2024-03-26T13:46:56Z,2024-03-26T13:47:02Z,0,The best part of post match is the song part❤
@saisandeepobilisetty2831,2024-03-26T13:45:44Z,2024-03-26T13:45:44Z,0,Please take instead of Joseph ferugson is best he will bowl better than him in deadth overs
@crickethub4760,2024-03-26T13:45:08Z,2024-03-26T13:45:08Z,0,I LOVE RCB TEAM ❤❤❤❤❤❤❤.
@Prof_UpitSultan,2024-03-26T13:45:00Z,2024-03-26T13:45:00Z,0,Whistle podu - RCB
@bforbasu,2024-03-26T13:43:31Z,2024-03-26T13:43:44Z,0,You rock Andy sir - your choice of words are going to impact players very positively and keep up the team spirit sir ❤❤
@Ananthahari.j,2024-03-26T13:41:36Z,2024-03-26T13:41:36Z,0,The management was really thinking before picking the pace bowlers...yash dayal was a perfect pick❤
@SAIKATIND7,2024-03-26T13:39:30Z,2024-03-26T13:39:30Z,0,❤Happy holi and by the way waiting for kkr vs rcb
@officialabbasriyazi8786,2024-03-26T13:39:20Z,2024-03-26T13:39:20Z,0,Kon kon virat ki wajah se macth dekhte h button ❤like ❤
@NITIRAJ___,2024-03-26T13:38:37Z,2024-03-26T13:38:37Z,0,KKR ke samne alzzari ko mat team ke andar khana  nhi to run khahega
@tommyvercetti891,2024-03-26T13:37:16Z,2024-03-26T13:37:16Z,0,RCB playing 11 When batting:<br>1 faf<br>2 Virat <br>3 will jacks<br>4 anuj<br>5 max<br>6 Lomror<br>7 Dk<br>8 topley<br>9 dagar<br>10 dayal<br>11 siraj<br>Impact:  akashdeep in place of DK
@chandanavasthi,2024-03-26T13:37:04Z,2024-03-26T13:37:04Z,0,Rcb
@NITIRAJ___,2024-03-26T13:35:24Z,2024-03-26T13:35:24Z,0,Aljari ki vajh se 20 run extra pde
@NITIRAJ___,2024-03-26T13:34:44Z,2024-03-26T13:34:44Z,0,Or furgusan😢
@NITIRAJ___,2024-03-26T13:34:25Z,2024-03-26T13:34:25Z,0,Aljari out and rich topley in team 😢
@dsh339,2024-03-26T13:34:14Z,2024-03-26T13:34:14Z,0,Will Jacks should replace Alzari<br>Javks can ball too
@mohammedubiedmohammedubied8785,2024-03-26T13:33:05Z,2024-03-26T13:33:05Z,0,Rcb ❤ my emotions
@Sampathsuranjan1982,2024-03-26T13:31:48Z,2024-03-26T13:31:48Z,0,ROHIT SHARMA PLS COME TO RCB.
@ameyadeshmukh8426,2024-03-26T13:30:25Z,2024-03-26T13:30:25Z,0,Alzarri should be replaced by toopley or Ferguson ❤
@jotu471,2024-03-26T13:29:51Z,2024-03-26T13:29:51Z,0,My fav team RCB❣️
@yashvanth25,2024-03-26T13:21:40Z,2024-03-26T13:21:40Z,0,Song credit goes to David willy
@Soumodip_Editz_18,2024-03-26T13:18:59Z,2024-03-26T13:18:59Z,0,Rcb ❤
@jiwanbohara6768,2024-03-26T13:15:48Z,2024-03-26T13:15:48Z,0,❤❤
@user-ts8cu7hj1n,2024-03-26T13:14:45Z,2024-03-26T13:14:45Z,0,Will jacks batting   Love ❤❤❤
@jagadeeshmpm436,2024-03-26T13:13:56Z,2024-03-26T13:13:56Z,1,Maxi shold come in form against kkr 😢😢 otherwise we lose the game
@krishdivekar7150,2024-03-26T13:13:56Z,2024-03-26T13:13:56Z,0,Energy of Coach is at the top of the world😂and amazing knock by everyone 🤌🏻
@L-br_01,2024-03-26T13:11:53Z,2024-03-26T13:11:53Z,0,DK was fabulous! He always delivers when put to test! Respect! King Kohli was on 🔥🔥🔥❤❤❤
@kasimkasim9785,2024-03-26T13:09:14Z,2024-03-26T13:09:14Z,1,10 like please 😢😢
@parwejhashmi3974,2024-03-26T13:09:03Z,2024-03-26T13:09:03Z,0,Yash Dayal Muslims se nafrat karta hai
@CyrilCheeran,2024-03-26T13:08:41Z,2024-03-26T13:08:41Z,0,"RCB Anthem needs to have a line for the fans.<br><br>The pants are red,<br>The shirt is blue,<br>Golden Lion shining through.<br>Got to the finals on our own.<br><br>A finer kit you’ll never see,<br>A finer team there’ll never be.<br>Those other teams don’t bother me,<br>From RCB I’m proud to be.<br><br>With fans who cheer, hearts ablaze,<br>In victory&#39;s roar, in tough game&#39;s maze.<br>A finer kit you’ll never see,<br>A finer team there’ll never be.<br>Those other teams don’t bother me,<br>I&#39;m proud to be from.... RCB, RCB, RCB!"
@user-gf2kn9cl2c,2024-03-26T13:06:18Z,2024-03-26T13:06:18Z,0,"Great to see all kannadigas contributing to the win. Be it kohli, rawat, lomror, dk... 👍👍"
@sujathajadhav4151,2024-03-26T13:05:37Z,2024-03-26T13:05:37Z,1,Will jacks should play instead of Joseph
@rishi_lift,2024-03-26T13:05:07Z,2024-03-26T13:05:07Z,0,Replace alzarri with will jacks
@Sanjaysharma-zs9zs,2024-03-26T13:05:00Z,2024-03-26T13:05:00Z,1,Chokers team 😂
@nagarajubugatha8516,2024-03-26T13:04:08Z,2024-03-26T13:04:08Z,0,Will jakes in a once chance 😢
@user-xf3hm2vs1o,2024-03-26T13:01:30Z,2024-03-26T13:01:30Z,0,Plz don&#39;t take our diamond is in the bench will jacks 😢is pur diamond ❤
@Not_YT_75,2024-03-26T13:01:03Z,2024-03-26T13:01:03Z,3,"<a href=""https://www.youtube.com/watch?v=wYpDjlXOJGg&amp;t=368"">6:08</a> goosebumps"
@user-xf3hm2vs1o,2024-03-26T13:00:33Z,2024-03-26T13:00:33Z,0,We want will jacks
@digitalpanday6261,2024-03-26T13:00:25Z,2024-03-26T13:00:25Z,0,Please try locki ferguson atleast one match
@prakumgowda,2024-03-26T12:59:13Z,2024-03-26T12:59:13Z,0,Will jacks.. batsman also good bowler
@sathishbg47,2024-03-26T12:58:06Z,2024-03-26T12:58:06Z,0,❤❤ RCB 💙❤️
@theguy_z,2024-03-26T12:57:48Z,2024-03-26T12:57:48Z,0,THEY ALREADY HINTED THE BLUE JERSEY ... DAVID SHALL DIE AN RCB LEGEND
@naturalbeauty8913,2024-03-26T12:57:40Z,2024-03-26T12:57:40Z,1,They have made a huge mistake by releasing Wanindu Hashranga because they don&#39;t have a leading spinner in the team.
@sohamrasal.6139,2024-03-26T12:53:47Z,2024-03-26T12:53:47Z,0,❤❤❤❤❤❤❤
@alienabd1220,2024-03-26T12:52:55Z,2024-03-26T12:54:35Z,1,Pls play will jacks he is also guve some spinner for aljari and akash or vijay already fast bowler we have 😢 those are much better than aljari
@i-am-mahesh,2024-03-26T12:52:10Z,2024-03-26T12:52:10Z,0,As A RCB We All Are Celebrating For That 1st Win And 2points But I am Thinking For Will Jacks In The Playing Becoz Last Year Finn allen This Year Will Jacks😢
@RajeshVavilapalli,2024-03-26T12:51:06Z,2024-03-26T12:51:06Z,1,Virat is the face of modern cricket ❤ who agrees like
@nissiesamuel7617,2024-03-26T12:50:58Z,2024-03-26T12:50:58Z,0,Yash was so impressive. But not happy with the win because 176 in chinnaswamy was below par. Our batters made it pressure even though the pitch was not that tricky. Hope boys will win in a commandable way in the next match
@pranavvelmurgan5100,2024-03-26T12:49:26Z,2024-03-26T12:49:26Z,0,Didn&#39;t expect Rcb to continue with the same victory song....as it was created by David Willey
@pramejapani8333,2024-03-26T12:47:43Z,2024-03-26T12:47:43Z,0,King &amp; Dk ❤🎉😂
@professoraalok,2024-03-26T12:46:56Z,2024-03-26T12:46:56Z,0,"<a href=""http://www.youtube.com/results?search_query=%23please"">#Please</a> give <a href=""http://www.youtube.com/results?search_query=%23recce"">#recce</a> topley or <a href=""http://www.youtube.com/results?search_query=%23lockie"">#lockie</a> frguson or <a href=""http://www.youtube.com/results?search_query=%23tom"">#tom</a> curren a chance to play in place of  😝aljhari joseph😒 waste of 11 cr"
@kishore.k9518,2024-03-26T12:46:15Z,2024-03-26T12:46:15Z,0,DK ❤🎉 &amp; the finishing
@Neetsprint10,2024-03-26T12:45:27Z,2024-03-26T12:50:24Z,1,Extraordinary performance from our boys🔥🔥🔥<br>Coach is very excited 🔥🔥
@loriusyt,2024-03-26T12:44:52Z,2024-03-26T12:44:52Z,0,All time favourite RCB ❤
@Dhwanitoandya,2024-03-26T12:40:09Z,2024-03-26T12:40:09Z,1,1 like= e sala kap namde
@lovenepal3455,2024-03-26T12:38:19Z,2024-03-26T12:38:19Z,0,Rcbians are the best fanbase ever 🙏🙏🙏Love from Nepal🇳🇵
@eaglegamer1699,2024-03-26T12:36:13Z,2024-03-26T12:36:13Z,1,Ture RCB fans like here❤
@nagavenkat4145,2024-03-26T12:34:45Z,2024-03-26T12:34:45Z,0,Play Bold 💥 Always RCB ❤
@amritdhanju1011,2024-03-26T12:33:51Z,2024-03-26T12:33:51Z,0,Yess ❤ rcb
@shivamjaiswal2202,2024-03-26T12:30:49Z,2024-03-26T12:30:49Z,0,"Please request you to drop Joseph .. he is not the one who can help you in winning matches .. <br>you should have bought rachin or dary Mitchell instead of green , his performance is really bad .. after Kohli and faf whole match is dependent upon dk .. it was abd before him .. a gem player 🥲"
@sagarmahindrakar17,2024-03-26T12:28:00Z,2024-03-26T12:28:00Z,0,किस किस को लगता है विराट कोहली की उमर बढनी ही नही चाहिये जैसे वो पहले खेलता था आज खेल रहा है वैसे आगे भी खेलता ही रहे ... ये सोचकर ही बुरा लगता है की जिस दिन विराट कोहली क्रिकेट खेलना बंद करेगा तब दिन कैसे कटेंगे...
@ymvlog23,2024-03-26T12:27:11Z,2024-03-26T12:27:11Z,0,Play Jacks
@Desiroaster_321,2024-03-26T12:26:00Z,2024-03-26T12:26:00Z,0,Rcb ❤
@RaviNayyar,2024-03-26T12:25:56Z,2024-03-26T12:25:56Z,0,ANDY FLOWER.
@K.armann,2024-03-26T12:24:48Z,2024-03-26T12:24:48Z,0,❤
@sudhash0075,2024-03-26T12:24:20Z,2024-03-26T12:24:20Z,0,"I&#39;m  a Die Hard CSK fan, but I&#39;d  really feel happy to see RCB win a cup this year."
@ri6105,2024-03-26T12:23:13Z,2024-03-26T12:23:13Z,0,Looks like they won the trophy 😁
@justinj152,2024-03-26T12:20:48Z,2024-03-26T12:20:48Z,0,Miss David Willey 😢
