text,label
"@namn Please felix, @namn's birthday is in 2 days😞a follow from you would probably get her humor on top right now❤fooofamily?",neu
@namn did you happen to get a picture of me?☺️,neu
#teamjonna it's probably more dangerous to shoot someone with a paintball gun😂😂,neu
"I've been there myself and it's such a terrible place and it's so unpleasant how you can do that to a person❤️. I think you should make more videos like this, very interesting❤️",neu
I get bullied by a girl called Noreen and Ellana but you make my day and grandpa doesn't look so nice but his nose was so big😅 but tomorrow I'll have a yes day but not to everything but I hope you get 1B and I cheer for you but I was born in Finland 🇫🇮 but now I'm in Sweden with each other and once I saw you I loved this,neu
Come to the mushroom...😭 we missed you and we want to see the last time😭😭😭 we are around 30 people so can you come??😭 @name @name 21,neg
@name everything is best with a little caviar 😁,pos
#TeamJonna😂❤️,pos
@name same to you 🏃💦👟🙌,neu
Love how you can make funny sketches and various videos but still videos like this. It is important to inform people about what has been going on in our world and what must absolutely not happen again. Big up to you guys ❤️,pos
Had tears but damn good video guys!❤️,pos
Team jonna😂❤️❤️,pos
"@namn We are more than happy to come. After the election, huh? 👍",neu
My beloved cp❤️ @name,pos
RT @name: Now it's almost time for a mini date with @name 😍 Dinner &amp; cinema. Almost to the point that I want to be locked up that I don't know what we're going to eat l…,neu
"@name I love you, please reply❤️",pos
Wooooow😍😍😍😍😍😍😲,pos
team jockey buoy 😁,pos
RT @name: A pink Liljeholmen 💖 #taplats @name http://t.co/4nJw4oSNOn,pos
,pos
"@namn it's him punishment for he chose Belgium, God is great 😜",pos
"RT @name: #FoooersConspiracy Okay, there were so many who wondered, so just thought I'd say that all three will take place in Stockholm! ❤️",neu
"""Our scenes are worse than Romeo and Juliet's"" #quote of the day 😂😂👌",pos
February 20 is my birthday❤️❤️❤️I am turning 21,pos
"@name @name Yes, okay.. Helps to heal then?
Mmm.. Okay! 😊",neu
"I've also been there, I'm 11 and it taught me a lot ☺️",neu
#teamjokiboi😎,pos
#teamjonna ❤️❤️,pos
#teamjockiboi 💪🏻💪🏻😎,pos
Giggo you are so funny 🤗😂💙,pos
WOW YOU WERE SUCH A COOL THANOS😎👍💪🎋,pos
Rest in peace beautiful person 😢💔🙏,pos
"Have you tried Calmer earplugs, or similar? They reduce certain sounds. I noticed that I was sensitive to sound and that it triggered stress. Wish I had discovered these sooner! Maybe these will work for you too? ""With Calmer, the sound that reaches the ear is perceived as less attacking. The sound experience is improved and stress levels can be lowered when unpleasant sound frequencies are reduced."" ❤️",neu
Zara wtf how can you want to take a fan picture with jesus aunt? I get scared when I see her 😁😁😁,neg
Only I started crying?🥺💖,pos
"Spring ice cream. Those who know, they know, Hss😂",pos
He should get this cafe in real life😭,pos
RT @name: The moderates open their hearts to SD. M❤️SD in Scania. #svpol http://t.co/Q8zkC2vw5U,neg
I wonder what jockey Lundell will say when you talk crap about him plus claim that he smoked weed in his house! 😳🙄,neg
Started fixing birthday pressie for my little four year old ❤💛💙 #pippi #grattis #födelsedag #birthday… http://t.co/pSTkoaYrcH,pos
@name no as you can stand it a little 👻,neu
What happened to all the vlogs?❤️,neu
Keith and Denzel from Topmodel. 😍 http://t.co/j0X3zRuRAh,pos
First comment!<3❤,pos
RT @namn: Have well-behaved and extremely calm friends that I'd like to see get clean 😂,pos
Hahahahaha😂😂😂,pos
@name Work and pay taxes? Heard that the mining industry needs people 😁,pos
Team Jonna😍😍😍😘😘😘😘,pos
"The environment & energy literacy course at school has changed my life, this will soon be stuck on the fridge door 💪🌱 http://t.co/VgcjFPojFH",pos
Interview Bumbi's victim instead. Anjo for their cause because they don't have a platform like Bumbi has. And I am completely convinced that local does this for money and content too 🤷‍♀️,neu
Hahaha Miss Lundell! You are married! Mrs Lundell!🌸,pos
@name Please try. Go Go! 😬,neu
"@name @name @name Of course I will! One does not exclude the other, does it? 😃",neu
Smores are the best there is🙊,pos
"Love the ""we visit"" videos ❤️",pos
RT @name: news morning today! ☀️Play my new song #TalkingBody at 10.40!! Watch 😃 #inswedish #morningtv http://t.co/8Jh21dIz5o,neu
Getting depressed by pictures like this💇 http://t.co/lgm1JZfAoY,neg
"Hi Therese, I wrote to you on dm, just wondering why you don't answer, I just wanted the most if you want to be my friend if you want?😍",neu
Oscar made my day with his singing! Oh Stina who ran away! 🤣🤣,pos
Want to watch barbapappa but our VHS is broken and it's only in French on youtube 😢,neg
@name thank you Johanna😘,pos
"Ah, Stockholm... Pt. 2 😍😍😍 @ Fabrikörsvillan, Necka Strand http://t.co/cA55lXWnyw",pos
@name I was going to ask something inappropriate at first but stopped myself... 😘😘,neu
So going to Hgy and handing in books tomorrow. Will run out as fast as I come in😂 #never,neg
Best likes 👍🙀😸😺😺😽😻🥰❤️😘😍😱😎😀😁😃😄😆,pos
You wonder how long the day will be when you collect 3 garbage bags with returns at 2 small drop shops 😐,neg
Spontaneous trip to Skåne on Friday!🎉🎊🍸🍺nice to leave all the rude people in Stockholm #skåne,pos
@name there's a video if you want it❤️,pos
Team jonna so damn nice ♥♥,pos
Or go to devote.se 😘,pos
What depressing weather 😩,neg
RT @namn: Haha so you guys are good ❤️ #ÄrStudentJappOrPuss http://t.co/BvjjsqLiQf,pos
Not having to set the alarm clock tomorrow 🎉🎉🎉💃💃💃,pos
Tim both 💗,pos
You are so good at what you do plus have bought three products from you❤hope you have a good evening/day!❤,pos
WTF like soft 😂,neg
Theres I love you🤣🤣,pos
God how nice your hair was in this video!😻,pos
Cozy vlog ❤️💛,pos
"@name @name Have notices on you, so you're spamming my Twitter, AGAIN😂❤️",pos
Yaaaa been longing for a new video!!❤️,pos
@namn So... A little 😁😁,neu
RT @name: Bambambam I LOVE TO WIN! 3p against Sunnanå yesterday felt absolutely amazing there ☝️💚 #viskatillbaka #kanonmåndag htt...,pos
"RT @name: It feels safe to see these people show how democracy should be, what pole shots! 😂 Ashamed of Sweden sometimes. http://t.co…",neg
You are the best crew in the world after all ❤️ @name @name @name @name,pos
Very nice of you😍 but please could you pronounce it correctly because it takes a bit of the edge of a content when you say it wrong,neu
@name Sleep well! Soooo TEDDY ❤️,pos
"Oh, he's 1.86😍😍 baby",pos
#teamjonna 😂👌💕,pos
How are you now?,neu
"29:05 😂 so fun! And then when Sören comes and goes, ""same"" as Lucifer! 😅",pos
Can you make more paludarium videos they are sooo fun to watch 💗,pos
oh how nice. hello jona 😄😄😄😄😄,pos
#TeamJonna⭐️,neu
Such a shame about Saga love you Therese ❤,pos
"I was recently on a school trip to these very places and it is so unbelievable that something like this has happened. It was an incredibly difficult journey but it is important that we do not forget this. Thank you for sharing this beautiful, sad and important video so that more people can learn. Because we must never forget🙏🏼❤️",pos
"Slayin em 🔪 #hpns #deadwoodleather #vscocam @ Midsommarkransen, Stockholms Län, Sweden http://t.co/IpvtW4LH5y",neg
Because jalapeno was probably fun and harmless. Payback is a bitch 😁,neu
I LOVE your videos Therese 🫶🏻🫶🏻,pos
@name darling ❤️❤️❤️,pos
But good Therese! Keep going strong hun ❤,pos
Last night as a 20-something. It is apparently tomorrow that life really begins. 🎉🎊🎈🎊🎉… http://t.co/Vi7rd2aDYP,pos
#Teamjonna!💜💜💜💜💜💙💙💙💙💙💛💛💛💛💚💚💚💚💚❤❤❤❤💗💗💗💗💖💖💖💖💖💓💓💓💓💓💕💕💕💕💕💎,pos
@name Go ahead darling😘,pos
Have well-mannered and extremely calm friends who I would like to see clean themselves 😂,pos
It would be fun if Jocke dyed Jonna's hair like brown/black😂😂,pos
#teamjockiboi❤️,pos
"@name oooo cozy. Will never get to experience it with someone of my own, but still. 😃",neu
@name @name I think so! 😌,neu
team Jonna😂,pos
What is the name of the song that plays in the intro? 😍,pos
Heeej love you and your videos Therese❤❤,pos
Same if you also want more videos like me.👌🏻💯,pos
Wow so good! Cool editing. Love your usual editing but this was a fun feature❤️🥰,pos
"@namn was going to retweet with it didn't work, you didn't get away with it😎😏😏",neu
#TeamJockiBoy❤️,pos
❤️❤️❤️❤️ the host's most wonderful girl @namn,pos
So cozy!! Cinema and dinner with the kids and on request with friends❤️👍 #pojkenmedguldbyxorna #sf… http://t.co/0jE9owRNTf,pos
FYFAN how mean after jock's nice proposal prank😥,neg
"@name haha, from Gothenburg? Cool! 😊",pos
Today we drive! 👌😍 #artpopball #ladygaga http://t.co/m65CeLarvc,pos
Such a nice sweater Therese!! Where did you buy it 😍🌹,pos
"@name Well, really not! Some of them should really change professions! 😖",neg
WHAT IS YOUR PERIODIC STONE? 💎 😍,pos
The 607 is so unpleasant. Methheads everywhere 😳,neg
wow!!!!!❤❤❤,pos
Reading through all the #fooomemories again ❤️,pos
It turned out nice hair👍🏻👍🏻,pos
damn it's disgusting 😝😝😝😝😝😝🙊🙈👹,neg
TEAM JONNA FTW!! 👍🏼,pos
"I think we need to make a restaurant visit schedule @namn, because now I also have a bunch of restaurants we are going to visit. #groupon 🙆🍷",neu
A pink Liljeholmen 💖 #taplats @name http://t.co/4nJw4oSNOn,pos
Really digs the hair!👌😂,pos
Training day off today and we're going to have sibling dinner 💕 not often we manage to collect all 5 😀 #domsombetydermest,pos
Hahahaha laughing so much when Oscar scares the cat away with his song 😂 thanks for another lovely vlog 💛,pos
Thank you ♥️,pos
Earn money. Just wanted to recommend 'baby in YELLOW' with Jennifer🖕🏾❤️,neu
"Heavy video, but it's needed! Nice of you to raise the topic! 🙏😊",pos
Sooo fun to react with someone else!❤️,pos
You are very handsome Jocke 🤟🏻👍🏻,pos
Morning walk ❤🎉😜😘😎💋😝☀😍 #mallorca #magaluf #katjagustafsson #dj #dyke #dykedj #gay #gaydj… http://t.co/B99CqzJzTV,pos
"Oh you would have had a built-in bench with storage by the window with some nice cushions and pillows😍 think it's between the pantry and the fridge?🤔😅
❤️🌷",pos
You make great music with 🙏❤️,pos
#teamjonna😘,pos
Sunny but jeans weather ❤️,pos
The clips you saw were good.❤️❤️❤️❤️,pos
@namn Luckily there is a bit of fluidity between what you have to and what you want😊,neu
Love when you see that Therese Lindgren has posted a video ❤️ So cool! 😍,pos
"@name you are beautiful! Thanks! I feel honored, 😊🙏",pos
"Love you, you are very beautiful❤️",pos
Oh! I can't wait for him to give again!!!!!!!!! Thumbs up if you agree! 😉 and I still think it turned out pretty...... 😄,pos
"34:40 ""was it good or not?😃"" ""no🫢""😂😂😂",pos
You are such an amazing person❤️❤️❤️,pos
Or don't know😂,neu
@namn älskling❤️❤️congratulations miss you😭😭,pos
It's really so nice to be able to follow you and that you offer yourselves 🥰 Goa wonderful family ❤❤,pos
@namn Haha how good that I wrote it just for you 😄 sometimes things just go wrong wrong wrong 😊,pos
"Celebrating @namn's 30th birthday with nails, hubby at elevense_store and dinner! 🎉 @ Eleven Store http://t.co/caFoe7lyUv",neu
Wow what a concept!! so much video in quite a few minutes if you compare to vlogs or other youtubers 🥰🥰,pos
RT @name: So tagged on Christmas Eve 🎅🎄,pos
Thumbs up for team Jonna👍,pos
"@namn worked 19-06.30 tonight, don't complain😖",neg
@name brilliant indeed ☺,pos
"@name unfortunately I am, thought we had an away match 😝 will be kleins for me today",neu
"Saga stq is my friend Tyra's older sister, she lives because I do sports and yes and she is such a strong person❤❤❤❤",pos
Team jokeboi😃,pos
Oh my God. Young people in Halloween costumes on the tube. 😣,neg
28:58 😂😂😂 a little pee in the panties there! Poor cat! 😹 My God! Best Oscar! 🤣🤣❤️❤️,pos
"💭 15:42 yes, really! so very true, beloved Saga ❤️❤️❤️",pos
"Extremely important and great video 💕. Have been there myself about 11 years ago on a class trip. Even today, it's hard to grasp all the impressions from there..",pos
"Hi Therese❤, what is the name of the sound at the end of the video?❤❤",pos
This one was good anyway 😂😂,pos
"But please yes! More like this with the whole family🤩 and the editing of the video?! Wtf what good and nice content!
Love that you spent so much time on the details like when you were sitting at the table at the end of the video! Just thunder🤍",pos
@name go to Manly 😍,pos
I played against thanos once and then I had a blue gun 🔫 and won the match. Love your channel. Bye,neu
"@namn goodnight darling, sleep well and sweet dreams 🌛😘 I love you too 💕💖😚😘😍😙💖💕💏",pos
No but yuck how terrible 😞 hope they have found peace now 🙏🏼😞❤️‍🩹,neg
Mom apparently feels hung over too... 😒,neg
"So satisfying when you put the drawers under the sink and they fit perfectly 😍 Also love Oskar's cinderella song even though Stina didn't appreciate it 🤣

Also want to say that this collaboration was so nice! I don't use jewelry but I was very tempted to order home 🥰",pos
"Man, it turned out pretty cool! 😍😂💎",pos
You are such a wonderful person Therese!❤️ you are my idol!!!❤❤,pos
@name Yep! 😫 Everything is @name wrong! 🙊🙈,neg
@namn oooo yes thank you 😍❤️,pos
Well played on DREAMHACK WINTER ✌️🙂,pos
Team Jonna! 😂😂❤️,pos
Talk about a naughty horse! 😂😂,pos
@namn yaaaay!😃 but it's kind of cold anyway...,pos
nice hair great 🆒,pos
"R.I.P🙏🙏THOSE WHO MURDERED HIM SHOULD HAVE GOT THE DEATH PENALTY AND MURDERED SONS, DAMN THEM!!!!!!",neg
Real local you should make a documentary about Anjo 🙂🙂🍰,neu
Can you please please please please prank call someone in a video would be super fun all the LOVE TO DIIIIIIIIIIIIIIIIIG ❤❤❤❤❤,pos
#teamjockiboi Because he's king😎,pos
"Visit a slaughterhouse, they are exactly the same and just as horrible 😐",neg
@name @name good!!! Then she should look here soon! ❤️❤️,pos
You are the world's best on youtube tomu🎉😊,pos
@namn HELLO DO YOU KNOW ELIN DAHLSTRÖM?😳😳😳,neu
Eyy Lokal on a beat by Nezsbeats 🤯 and with abidaz and jakid,neu
"RT @namn: Where I get furious and scream out of frustration, you take a breath and show nuances and solutions. Thank you @namn 💖💖http:/…",pos
@name good luck!☺️👏,pos
Always as lovely with a new video from you 🥰🤗👌🏼❤️,pos
"Wow, I was so happy when I saw you uploaded a video ❤❤❤❤❤❤❤❤❤❤❤❤❤",pos
@namn hhaha of course😂,pos
God you fit so well in that quiet thesa ❤❤❤😂❤,pos
Very interesting 👌👌👌,pos
"@name @name Well look there, much easier to see now! 😉 Satisfied! 😎",pos
♥️nice vlog♥️ I think I have moonstone (June),pos
Team Jonna😂,pos
Team Jonna all the way!!! Shit pretty 😉😉,pos
@name do you have Eric's password 😉😂😜,pos
Omg love the pictures so beautiful!😍,pos
To sit down &amp; ride backwards on the bus - worst choice so far today 😰,neg
#teamjonna 😆,neu
@name Nice you are💕,pos
"as a person who LOVES this kind of thing, I see a lot of MEEEEE similar, so nice!! ps it would be so much fun if you made a secondhand video with the associated haul, or a haul of stuff for the animals! you are amazing.😍",pos
"Good morning tweeters.. If you are well dressed, the day will be a little better.. Feel the best out there today.. 💗 http://t.co/DivGJPcaFK",pos
"But gosh, what a nice phone case!🤭🌼😊",pos
@name Thank you beautiful you! I think Bengt slept all night. Treating him ❤️ @name,pos
#teamjonna 😝🌹,pos
It says Neumann on a bag and it's my last name😟😳😔,neg
"Speaking of many views on certain clips on one's tiktok, I can share. Showed how I lower my kitchen counter, which is adapted due to my disability. For me it's completely normal to lower the bench but apparently it was very interesting 😅. And the same goes for certain reels on Instagram that have gained a large reach.",pos
Thank you for all the congratulations on the driver's license! You are all so nice ☺️,pos
Super cozy to wake up to your vlog,pos
"Wake up Sweden, the problem still exists. Rest in peace Fadime and all the other brave women who dared to stand up for themselves. ❤️",neu
#teamjonna 😂,pos
But guuuud 😭😭😭 have you seen how she behaves on TikTok?,neg
"@name will check, do you want another email? 👀",neu
you are the best in the whole world 🥰💋❤,pos
Hello dearest Tomu💛 Poor you!😭 What a grandfather you have!😶 Hope you and Yumi have a good day and weekend😄,pos
"""The 20 worst places to poop.""
💩
Today's must-read is signed @namn.
http://t.co/ZCKsQfhFTc",pos
But you're KIDDING Therese!!! Really nice filming and magical pictures 😍,pos
Time jock boy 😛,neu
"It's September 1, the second week at RML, the eleventh day as a non-smoker and the first day as a vegetarian ✊✊✊",pos
#teamjonna of course it turned out nice ❤️❤️,pos
@name oh wow good❤️,pos
"""SING MY NEKTERGAL"" 😂😂😂 Laughed so loud!",pos
"@name döööör
Give me her body😍",pos
"@name Thank you! And the same, Charlotte ☀️",pos
Your series is so awesome. Can't wait for the next episode to be released❤❤,pos
So WOW! Can't find words 🤩🤩,pos
Oh god of course team jonna!!♡♥,pos
So Jonna's nails😐,neg
"Always check your videos as soon as they come out, but it's been so busy lately that I haven't had time to watch your last 3. Now I've seen two out of three and just put on my last one for the day. Wish I could ""see"" all your videos so I could watch them all for the first time again💓",pos
Eagerly waiting for a snap with @namn's new hair color. 👌,neu
Incredibly nice products I got 😊 #kaffemuggen #openmind 4 good ones to drink from 👍😍… http://t.co/idwThJuepb,pos
@name Thanks as hell again! 💰💯👊✌🔱,pos
"RT @name: #FoooersConspiracy The pic is the clue to where the performance is, RUNRUNRUN🏃 http://t.co/SKjK7aG928",neu
#teamJonna ❤,pos
"Realizing again that I'm so madly in love with Freddie Mercury that I want to quit in the middle. It doesn't add up anywhere.

#Nutella4ever 💔",neg
@namn Congratulations on the day of recognition! 🌹,pos
"You are the best on all of youtube ❤
You are the best ❤",pos
Hahahah😂😂😂,pos
Dear Tomu ❤❤❤,pos
"Such a great video, I love your channel. You are so funny and charming. PS, already looking forward to the next video ❤",pos
"Most beautiful Helen, I feel so calm with you, nice collaboration with the jewelry 😍",pos
Has a new duvet. IT RATTLES! 😡😡😡,neg
Sorry but you are so beautiful 😻,pos
"RT @namn: Get to have Reinis as a kind of uncle or something, he seems so kind and cozy haha ​​❤️",pos
@namn sleep well my heart 😘,pos
Me and the bear 😍 http://t.co/ulbzqhPyis,pos
Cozy you are 😍🥰❤️,pos
#teamjonna 💋💋☄,pos
Goes well and swims a bit then. ☀️👙❄️,neu
@name oh sure! Damn happy! ❤️,pos
#teamjonna😂,pos
I love you for all my life you are so beautiful and cute!! ❤,pos
"Haven't heard of some of those moonstones? According to what I have followed all my life and even when I google now, the stone for April is Diamond (alt. Rock Crystal), July - Ruby, August - Peridot, September - Sapphire. Didn't know there were other moonstones? Do you have a link to where you are after? I think that's fun! 😊",neu
Best video 🥰,pos
New floors in the works 👍 http://t.co/7MqebCbaV1,neu
"Milton 3 years: ""They have an outhouse!"" 😂👍",pos
Can you make a 20 min long video on fortnite where you run 2 to three matches they would be nice 👍🏻,pos
I think Saga is incredibly strong and has dared to talk so openly about it. All the love to her! KISS 🥰❤❤❤,pos
Placed behind the mixer it's hot 😥 http://t.co/CN9gcX6UIc,neg
#teamjonna🌸,pos
A hospital with a view...🏥#stockholm #ersta #ustik @ Ersta Sjukhus http://t.co/NKHy6KEbts,neu
So good ♥️,pos
Team Jonna❤️,pos
@name @name @name #CRIMDemocracy #left ideals back to the stone age 👻,neg
You are so fucking embarrassing in everything you say. You have fasted too hard on anjo. Create new content and stop whining. My tip is to delete your shit's channel and get a job❤️,neg
@name @name Hahaha! Points to @name! 😂😂👍,pos
Mulle meck builds boats 🚤 has longed,neu
RT @namn: There aren't even words for how much I'm looking forward to the 1st Advent. Then Christmas finally begins 🎅🎄🎁❄️❄️⛄️⛄️,pos
terrible 😥,neg
First!!😁,neu
are they nuns who also like Jonna more?😏💗,pos
"Can't stop loving this song! ❤️ #NowPlaying Tokyo by Night - Axwell
Hook n Sling feat. Karin Park • Tokyo by Nigh… http://t.co/B36Sfys19p",pos
Meghan Trainor - All About That Bass.. Strangely beautiful song! #music 👌👍,pos
You guys are asssssssssss good❤️❤️❤️❤️❤️❤️❤️ NEVER stop what you are doing❤,pos
@name oh!!!! ❤️❤️❤️❤️,pos
Therese I have a video idea with 1950s style! ❤ great video! :),pos
haha head in the toilet though 😂😂😂,pos
Team Jonna 😂😂💗,pos
👍#teamjockiboi,pos
RT @name: @name How could you? 😱,neg
@namn Ready oh ready..looked like a sponge on my face at 7am when I woke up! Now coffee on the balcony!!! But see you every half hour😊✌️,neu
"@namn now you're really stuck on life, like 🎉 tell us now pls😂",pos
Sneakpeak😏 http://t.co/xHU6asgEru å,neu
@name Thank you so much! (And it wasn't THAT late 😉),pos
Make a heart or write ok on it if you want to be my friend😀 by the way my name is Ninjacoo1 on fort nite😀,neu
@name Get on you❤️🌟😋,pos
First🙂,neu
"Meditation, mind fuelness and being in nature every day are great for achieving balance in both head and body. Crystals are very magical, so good, so glad you like it.🙏❤🩷💕",pos
I thought it turned out pretty actually👍,pos
@name confidence at its peak. Lovely 👍😄 #integooglat,neg
#teamjonna ♥,pos
"RT @name: 😊 so funny, fun with children's explanations #concept cartoons #ntdevelopers http://t.co/TzZMDy78NI",pos
So incredibly nice that you do this.❤️,pos
Have relatives who have had to go through this💔💔,neg
@name doesn't say who pushed me...😏😎,neu
It would be great if I remembered to send the gifts I bought to my little mischievous children. Before they grow out of them. 😝,neu
Team jokiboi🙌,pos
@namn there is no hockey to be seen in Tornedalen 😊,neg
Beloved❤😍,pos
You are the best 😎,pos
"@namn it's important to be prepared if the dream prince shows up, you know! 😜",pos
Doesn't feel prima ballerina right away😷,neg
Why do I always wake up before my alarm rings?!? 😩,neg
"Thanks for yesterday @namn, you're always as nice and nice☺️❤️❤️ http://t.co/4MEKPtvaLk",pos
It would have been so much fun to see a video where you make up an avatar 🤩,pos
@name do you want to follow me????🙈🙈🙈🙊🙉,neu
Why did jock dope the hood in the toilette🤢,neg
Local you only use your guests to give you information that you will go to for a shrimp sandwich. You are so fucking desperate & lie about a lot of things. I have decided! Others should do like me and follow you! Not worth anyone's time... You just get sick 🤢,neg
You are the best I love you Tumo never stop what you do❤❤❤,pos
"@namn but wtff that's hardly knowledge then? 😦 the only difference is that we have received one more exam in math, otherwise the schedule is as usual",neg
Please stop trying to put your Anjo his videos are 100x better than yours warning people about a person who can put you in financial trouble is not hanging out she has hung herself out stop licking her ass so damn much you can tell you have end of interesting content🤥🤥🤥,neg
"Not even a hundred years ago this happened and much more and still there are people who show a side of man that is not ""healthy"" and the sickest is that younger people are brainwashed by propaganda that implicitly encourages precisely racism and Nazism so much cred that you do this video and to a serious video👍",neu
So fun to have something to watch while eating breakfast 😉,pos
"I wonder if you could make another video on ""The dark side of tiktok""? That video is so good and interesting. Would love if you made another video like this! P.S love you❤❤❤",pos
How pretty and nice you are Therese 🥰❤️,pos
YOU ARE THE BEST!!!!😍🥰,pos
@name How could you? 😱,neg
"What a fantastic end to this work weekend. 🌷 My 5-year-old son and I love watching your vlogs, so it couldn't have been a better night. 🙂❤️",pos
Can you please make more videos like this 💕💕💕,pos
"RT @name: When the Alliance government's trust figures were ""low"", they were about 37-40%.
The S/MP government is now at 23%. 🙈",neu
"Team Jonna
❤️❤️",pos
One overjoyed son ❤️❤️❤️ http://t.co/SKUGLovHhb,pos
You are the best! Where is your shirt from?? So pretty 😍😍😍,pos
Just sat and thought about when you were going to release a new video😂❤️love you❤️,pos
Hi Tomu you are the best of all youtube and I love your videos! ❤❤❤❤❤,pos
team jonna 😀,pos
@namn but hey you each had a while there 👋😂,neu
Team Jonna!😃😆,pos
Well Stefan🔫,neg
Can't you make a video when you live like in the 18th century for 24h! It would be sooo fun❤,pos
"To prove that they are conspiracy theories, you have to have the killer caught, and you don't have that, and thus there are no conspiracy theories 😀",neu
Team Jonna😂❤️😂😂❤️😂,pos
More😂❤,pos
TeamJonna#Lundell💝💘,pos
@name the tip is to cancel the membership? 😄,neu
"Great video. Always cry when I hear things or watch things about the holocaust etc, so horrible ❤️❤️",pos
Hahahaha what a funny video. Laughing to death 😂😂😂,pos
@name Lovely! We like it! 👍,pos
@namn nice to see you today!😘,pos
Can you make a video where you do something cute for 24 hours. It's okay if you want to decorate a gingerbread house again ❤️,neu
Of course Tessan❤❤😂,pos
End as an artist😰😴,neg
They are really nice but they hurt😊😷👍,neu
Such beautiful pictures! Fantastic 😍,pos
RT @name: @name because I get so much love ❤️❤️❤️,pos
"I am in almost the same situation
Now how can I trust that the social services would be able to protect me 😞",neg
"Jonna has so many excuses 🤣🤣 The best ""but we actually want to be organized"" 😅😅😅",pos
Goodnight ppl 😽💕😊🎶,pos
#teamjockiboi👊,pos
You thought the hair was really nice but you don't want to go out on the town with him😂😂😂😂,pos
"She was a beautiful young woman who just wanted to be free, but even her own family wouldn't allow her to be 😔",neg
The more storage you have - the more the consumption increases! Reduce storage instead and there will be less consumption and less mess 🫶🤩,neu
"Tonight is no exception, this time with nice @names for company, possibly happy wine and our silly blogs 💃",pos
@namn Shit situation.. You can do it 😎,neu
It turned out amazingly well! 😍,pos
"RT @namn: Get to have Reinis as a kind of uncle or something, he seems so kind and cozy haha ​​❤️",pos
"Now that the only sensible participant has left, you might as well stop watching 👎 #ParadiseHotelse",neg
"@name ""peas"" 😋 love them",pos
You are my role model!❤️❤️🫶,pos
@name Haha true! I didn't think that far 🙈,neu
@namn Home test unfortunately 😭😭😭 Deadline Sunday no less 😭😭😭,neg
Funniest video you've made😃,pos
"RT @name: @name since our birthdays are on the same day and I'm quite heavy, can you follow me? 😏😘",pos
@name credit to Filippa Åstrand 😘,pos
Best niii!!🙌,pos
Rest in peace Klas Ingesson. Forever remembered. 😥,neg
"Hi, my birthday is on the same day as Emil 😂 although 17 years later",neu
18th century wedding 👌,pos
Snuff Rasmus 🤢🤮🤮🤮,neg
"Have fixed such a spray for my shoes 👌
Never need to clean them again 😀",pos
PLEASE make one with the 80's!! With aerobics clothes!! 😍,pos
@name @name Of course you did 😊😉,neu
@namn check with @namn at the Technical Museums about their children's survey. (Perhaps tight with time 😄) good luck today!,pos
"""do you have Christmas tree feet? yes🙄....how the hell do you fit in your pants then.""..🙈",neu
Damn she was beautiful 😭😭😭😭😭😭😭,pos
You are so beautiful,pos
"New is the best, you really make my day all the love to you❤️❤️❤️",pos
How is it going with the luxury trap Anjo 😂,pos
"RT @name: Good luck new guys! You will own all of Örebro, believe in yourselves ❤️ @name @name @name @name @name...",pos
RT @name: @name that I ordered travel for my sister in GBG 💖 Your best?,pos
@name should have taken a sabbatical 😒,neg
@name Of course you do ❤ Shout out 😊,pos
RT @name: @name thanks! Will tip 👍,pos
Team jock boy 😀,pos
Omg saw a real hip-hopper ❤️❤️❤️ She had the whole outfit. Miss those days,pos
"@namn 💕✨💖 what beautiful pictures! Thank you😊❤️ I want to post one of the pictures, can I? And what should I write on the photo credit? xoxo",pos
This is general education KIDS 😊 u should learn about this!,pos
This is so good. #Thai💕 http://t.co/GXEVooSvdq,pos
@name Looks good 👍,pos
I liked a video on @name http://t.co/WNZEBw9cDC ♥Lisa tries to make hot chocolate♥,pos
"@name Absolutely, just send it here! 😄",pos
RT @namn: @namn yoyoyo thanks for today they were great fun can't wait for your own biography to come out😂,pos
"Chanel was MADE for this 😂 she said ""yeah this was the life I was meant to live"" 😂❤️❤️🥰",pos
May he rest in peace. 😢,neg
Real legend RIP John Hron🙏🏼 Damn disgusting neo-Nazis🥴🤦,neg
Think thanos with floss 😆,pos
"Move done, check, reward myself with a pasta salmone at the best place in the south 😄 #RMA #godmat… http://t.co/OeU3A9HqIn",pos
"""Had so much fun at #stupidviking"" 😂😂😂 http://t.co/OB8iYld9QI",pos
Sick editing 🙀 and so terrible,neg
"So alas, Giggo's head 😂 so funny with his choice of words with 😂🙈
It looks like you Jocke are starting to feel better 😊😊",pos
Cozy vlog as always😻,pos
Rest in peace beautiful and strong Fadime ❤️,pos
Best tomu❤️,pos
@namn haha ​​well somehow mom gets so tired.... 😄,neu
"Hope you do a new plug live soon, love studying with it ❤",pos
Team Jonna ❤️,pos
#TeamJonna❤️,pos
I think it's pretty 💆💇,pos
I actually think it turned out pretty😂,pos
Maybe the paintball prank is more dangerous than this joke😂,pos
"""If it is legal to use drugs, more people will seek help from the addiction."" What did you think now Sjöstedt??? 😱 #dinrost #dinröst #svepol",neg
Late course #specialistgruppen very good start and interesting. Now practical👍 @name @name http://t.co/JdhLYznVAE,pos
A prince who would promptly wear his Bajen scarf to school this morning ❤️#bajen http://t.co/s8KbAxe5Ws,pos
Thanks for a good program remember to subscribe and thumbs up and there will be more 😃😃😃😃,pos
